#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","438_SHAE","SAMN03197631","PRJNA267549","GCA_001072965.1","Scaffold",2.26069,31.3,,"JVHB01",48,2169,"2015-07-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/072/965/GCA_001072965.1_ASM107296v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/072/965/GCF_001072965.1_ASM107296v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","DE0188","SAMN11792348","PRJNA543692","GCA_007681755.1","Scaffold",2.2133,31.4,,"VELN01",72,2114,"2019-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/681/755/GCA_007681755.1_ASM768175v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/681/755/GCF_007681755.1_ASM768175v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","acrmc","SAMN11962506","PRJNA546603","GCA_022689905.1","Contig",2.1681,31.4,,"JALCWK01",37,2101,"2022-03-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/689/905/GCA_022689905.1_ASM2268990v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/689/905/GCF_022689905.1_ASM2268990v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","238_SHAE","SAMN03197427","PRJNA267549","GCA_001070775.1","Scaffold",2.27844,31.3,,"JVOX01",50,2188,"2015-07-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/070/775/GCA_001070775.1_ASM107077v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/775/GCF_001070775.1_ASM107077v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","acrlm","SAMN11962490","PRJNA546603","GCA_022689705.1","Contig",2.35189,31.2,,"JALCWV01",35,2275,"2022-03-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/689/705/GCA_022689705.1_ASM2268970v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/689/705/GCF_022689705.1_ASM2268970v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","794_SEPI","SAMN03198007","PRJNA267549","GCA_001077185.1","Scaffold",2.33975,31.6,,"JUSP01",49,2230,"2015-07-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/077/185/GCA_001077185.1_ASM107718v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/077/185/GCF_001077185.1_ASM107718v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","DE0581","SAMN11792741","PRJNA543692","GCA_007671855.1","Scaffold",2.18981,31.4,,"VDTX01",115,2096,"2019-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/671/855/GCA_007671855.1_ASM767185v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/671/855/GCF_007671855.1_ASM767185v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","acrmk","SAMN11962514","PRJNA546603","GCA_022689825.1","Contig",2.27767,31.4,,"JALCWQ01",50,2202,"2022-03-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/689/825/GCA_022689825.1_ASM2268982v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/689/825/GCF_022689825.1_ASM2268982v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","DE0271","SAMN11792431","PRJNA543692","GCA_007681385.1","Scaffold",2.26252,31.4,,"VEKW01",79,2167,"2019-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/681/385/GCA_007681385.1_ASM768138v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/681/385/GCF_007681385.1_ASM768138v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","DE0239","SAMN11792399","PRJNA543692","GCA_007681475.1","Scaffold",2.19376,31.3,,"VELB01",114,2080,"2019-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/681/475/GCA_007681475.1_ASM768147v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/681/475/GCF_007681475.1_ASM768147v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","acrmg","SAMN11962510","PRJNA546603","GCA_022689615.1","Contig",2.16898,31.3,,"JALCWZ01",43,2073,"2022-03-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/689/615/GCA_022689615.1_ASM2268961v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/689/615/GCF_022689615.1_ASM2268961v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","acrmf","SAMN11962509","PRJNA546603","GCA_022689675.1","Contig",2.16711,31.3,,"JALCWX01",37,2070,"2022-03-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/689/675/GCA_022689675.1_ASM2268967v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/689/675/GCF_022689675.1_ASM2268967v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","DE0521","SAMN11792681","PRJNA543692","GCA_007672005.1","Scaffold",2.16751,31.4,,"VDUF01",80,2086,"2019-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/672/005/GCA_007672005.1_ASM767200v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/672/005/GCF_007672005.1_ASM767200v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","DE0511","SAMN11792671","PRJNA543692","GCA_007672115.1","Scaffold",2.19352,31.4,,"VDUH01",166,2110,"2019-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/672/115/GCA_007672115.1_ASM767211v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/672/115/GCF_007672115.1_ASM767211v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","UMB1296-1T","SAMN19595172","PRJNA316969","GCA_018919365.1","Contig",2.19116,31.4,,"JAHLLY01",35,2094,"2021-06-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/919/365/GCA_018919365.1_ASM1891936v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/919/365/GCF_018919365.1_ASM1891936v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","513_SHAE","SAMN03197707","PRJNA267549","GCA_001073185.1","Scaffold",2.24527,31.4,,"JVED01",53,2154,"2015-07-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/073/185/GCA_001073185.1_ASM107318v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/073/185/GCF_001073185.1_ASM107318v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","acrmh","SAMN11962511","PRJNA546603","GCA_022690105.1","Contig",2.22588,31.3,,"JALCWA01",53,2133,"2022-03-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/690/105/GCA_022690105.1_ASM2269010v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/690/105/GCF_022690105.1_ASM2269010v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","657_SHAE","SAMN03197859","PRJNA267549","GCA_001073815.1","Scaffold",2.20323,31.4,,"JUYH01",56,2129,"2015-07-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/073/815/GCA_001073815.1_ASM107381v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/073/815/GCF_001073815.1_ASM107381v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","202_SEPI","SAMN03197395","PRJNA267549","GCA_001071725.1","Contig",2.24291,31.3,,"JVQD01",52,2119,"2015-07-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/071/725/GCA_001071725.1_ASM107172v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/071/725/GCF_001071725.1_ASM107172v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","A9","SAMN10735321","PRJNA514867","GCA_004329075.1","Contig",2.46728,31.4,,"SCHG01",528,2451,"2019-03-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/329/075/GCA_004329075.1_ASM432907v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/329/075/GCF_004329075.1_ASM432907v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","DE0457","SAMN11792617","PRJNA543692","GCA_007672225.1","Scaffold",2.34267,31.3,,"VDUP01",99,2260,"2019-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/672/225/GCA_007672225.1_ASM767222v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/672/225/GCF_007672225.1_ASM767222v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","DE0165","SAMN11792325","PRJNA543692","GCA_007678465.1","Scaffold",2.22559,31.4,,"VEEQ01",58,2141,"2019-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/678/465/GCA_007678465.1_ASM767846v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/678/465/GCF_007678465.1_ASM767846v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","SDD3","SAMN12211906","PRJNA552487","GCA_007004605.1","Contig",2.18284,31.4,,"VJMX01",39,2066,"2019-07-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/004/605/GCA_007004605.1_ASM700460v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/004/605/GCF_007004605.1_ASM700460v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","DE0588","SAMN11792748","PRJNA543692","GCA_007671825.1","Scaffold",2.27441,31.4,,"VDTV01",79,2182,"2019-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/671/825/GCA_007671825.1_ASM767182v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/671/825/GCF_007671825.1_ASM767182v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","acrmb","SAMN11962505","PRJNA546603","GCA_022689975.1","Contig",2.27465,31.4,,"JALCWJ01",47,2203,"2022-03-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/689/975/GCA_022689975.1_ASM2268997v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/689/975/GCF_022689975.1_ASM2268997v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","IIF3SW-B11-OX","SAMN15815332","PRJNA657113","GCA_014265115.1","Scaffold",2.24497,31.4,,"JACMXU01",28,2096,"2020-08-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/265/115/GCA_014265115.1_ASM1426511v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/265/115/GCF_014265115.1_ASM1426511v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","1118_SHAE","SAMN03197072","PRJNA267549","GCA_001068715.1","Scaffold",2.2798,31.3,,"JWCO01",71,2209,"2015-07-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/068/715/GCA_001068715.1_ASM106871v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/068/715/GCF_001068715.1_ASM106871v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","NC15","SAMN20525638","PRJNA636233","GCA_021188735.1","Contig",2.21518,31.6,,"JAIBMT01",102,2108,"2021-12-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/188/735/GCA_021188735.1_ASM2118873v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/188/735/GCF_021188735.1_ASM2118873v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","DE0289","SAMN11792449","PRJNA543692","GCA_007681325.1","Scaffold",2.29354,31.5,,"VEKS01",222,2167,"2019-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/681/325/GCA_007681325.1_ASM768132v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/681/325/GCF_007681325.1_ASM768132v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","acrmd","SAMN11962507","PRJNA546603","GCA_022689845.1","Contig",2.25488,31.3,,"JALCWL01",49,2172,"2022-03-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/689/845/GCA_022689845.1_ASM2268984v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/689/845/GCF_022689845.1_ASM2268984v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","DE0503","SAMN11792663","PRJNA543692","GCA_007672085.1","Scaffold",2.24107,31.4,,"VDUI01",98,2145,"2019-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/672/085/GCA_007672085.1_ASM767208v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/672/085/GCF_007672085.1_ASM767208v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","515_SHAE","SAMN03197709","PRJNA267549","GCA_001071235.1","Scaffold",2.18464,31.3,,"JVEB01",48,2101,"2015-07-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/071/235/GCA_001071235.1_ASM107123v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/071/235/GCF_001071235.1_ASM107123v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","DE0156","SAMN11792316","PRJNA543692","GCA_007681825.1","Scaffold",2.17845,31.4,,"VELS01",86,2092,"2019-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/681/825/GCA_007681825.1_ASM768182v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/681/825/GCF_007681825.1_ASM768182v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","SNUC 5336","SAMN06173081","PRJNA342349","GCA_003042335.1","Contig",2.45064,31.6,,"PZHX01",81,2367,"2018-04-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/042/335/GCA_003042335.1_ASM304233v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/042/335/GCF_003042335.1_ASM304233v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","UFMG-H7B","SAMN14486421","PRJNA435944","GCA_012102295.1","Contig",2.18968,31.3,,"JAAVMU01",44,2036,"2020-04-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/102/295/GCA_012102295.1_ASM1210229v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/102/295/GCF_012102295.1_ASM1210229v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","AATZI","SAMN17729814","PRJNA694925","GCA_020740025.1","Contig",2.22619,31.3,,"JAJGBG01",50,2145,"2021-11-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/740/025/GCA_020740025.1_ASM2074002v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/740/025/GCF_020740025.1_ASM2074002v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","acrme","SAMN11962508","PRJNA546603","GCA_022689745.1","Contig",2.17157,31.3,,"JALCWT01",46,2071,"2022-03-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/689/745/GCA_022689745.1_ASM2268974v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/689/745/GCF_022689745.1_ASM2268974v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","BHG17","SAMN05967207","PRJNA352113","GCA_001886335.1","Contig",2.35649,31.4,,"MPNR01",43,2283,"2016-11-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/335/GCA_001886335.1_ASM188633v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/335/GCF_001886335.1_ASM188633v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","DE0120","SAMN11792280","PRJNA543692","GCA_007681955.1","Scaffold",2.29011,31.4,,"VELX01",148,2208,"2019-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/681/955/GCA_007681955.1_ASM768195v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/681/955/GCF_007681955.1_ASM768195v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","HAB38","SAMN17937440","PRJNA702288","GCA_017315625.1","Contig",2.16707,31.4,,"JAFFRR01",43,2014,"2021-03-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/315/625/GCA_017315625.1_ASM1731562v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/315/625/GCF_017315625.1_ASM1731562v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","ZBW5","SAMN04487789","PRJEB17909","GCA_900119525.1","Scaffold",2.24155,31.3,,"FPJS01",47,2157,"2016-11-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/119/525/GCA_900119525.1_IMG-taxon_2623620554_annotated_assembly","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/119/525/GCF_900119525.1_IMG-taxon_2623620554_annotated_assembly"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","MMP2","SAMN04296816","PRJNA304219","GCA_002026385.1","Scaffold",2.20822,31.3,,"LNTW01",74,2123,"2017-03-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/026/385/GCA_002026385.1_ASM202638v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/385/GCF_002026385.1_ASM202638v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","692_SHAE","SAMN03197896","PRJNA267549","GCA_001073975.1","Contig",2.18671,31.4,,"JUWW01",89,2112,"2015-07-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/073/975/GCA_001073975.1_ASM107397v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/073/975/GCF_001073975.1_ASM107397v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","DE0209","SAMN11792369","PRJNA543692","GCA_007681695.1","Scaffold",2.23606,31.5,,"VELK01",225,2109,"2019-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/681/695/GCA_007681695.1_ASM768169v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/681/695/GCF_007681695.1_ASM768169v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","DE0419","SAMN11792579","PRJNA543692","GCA_007672535.1","Scaffold",2.21566,31.4,,"VDUV01",141,2144,"2019-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/672/535/GCA_007672535.1_ASM767253v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/672/535/GCF_007672535.1_ASM767253v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","MRS-249-WT-4B","SAMN14558281","PRJNA561470","GCA_012843365.1","Contig",2.24887,31.4,,"JABAEZ01",47,2124,"2020-04-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/843/365/GCA_012843365.1_ASM1284336v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/843/365/GCF_012843365.1_ASM1284336v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","DE0380","SAMN11792540","PRJNA543692","GCA_007676475.1","Scaffold",2.20329,31.4,,"VEJW01",66,2079,"2019-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/676/475/GCA_007676475.1_ASM767647v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/676/475/GCF_007676475.1_ASM767647v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","DE0379","SAMN11792539","PRJNA543692","GCA_007676505.1","Scaffold",2.20626,31.4,,"VEJX01",80,2086,"2019-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/676/505/GCA_007676505.1_ASM767650v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/676/505/GCF_007676505.1_ASM767650v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","acrml","SAMN11962515","PRJNA546603","GCA_022689765.1","Contig",2.27598,31.4,,"JALCWR01",53,2203,"2022-03-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/689/765/GCA_022689765.1_ASM2268976v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/689/765/GCF_022689765.1_ASM2268976v1"
"Staphylococcus hominis","Bacteria;Terrabacteria group;Firmicutes","S14","SAMN20525633","PRJNA636233","GCA_021188875.1","Contig",2.26653,31.3,,"JAIBMY01",107,2160,"2021-12-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/188/875/GCA_021188875.1_ASM2118887v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/188/875/GCF_021188875.1_ASM2118887v1"
