#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","BC5211","SAMN23848894","PRJNA787814","GCA_021442105.1","Complete",2.58002,32.8,"chromosome:NZ_CP090475.1/CP090475.1",,1,2341,"2022-01-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/442/105/GCA_021442105.1_ASM2144210v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/442/105/GCF_021442105.1_ASM2144210v1"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","FDAARGOS 1453","SAMN16357595","PRJNA231221","GCA_019048025.1","Complete",2.56875,32.8758,"chromosome:NZ_CP077270.1/CP077270.1; plasmid unnamed1:NZ_CP077271.1/CP077271.1; plasmid unnamed2:NZ_CP077272.1/CP077272.1",,3,2346,"2021-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/048/025/GCA_019048025.1_ASM1904802v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/048/025/GCF_019048025.1_ASM1904802v1"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","NY5","SAMN20059081","PRJNA743734","GCA_019222685.1","Complete",2.53925,32.6973,"chromosome:NZ_CP078159.1/CP078159.1; plasmid pNY5A:NZ_CP078160.1/CP078160.1; plasmid pNY5B:NZ_CP078161.1/CP078161.1",,3,2378,"2021-07-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/222/685/GCA_019222685.1_ASM1922268v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/222/685/GCF_019222685.1_ASM1922268v1"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","7b","SAMN18212549","PRJNA707584","GCA_017355005.1","Complete",2.39846,32.7573,"chromosome:NZ_CP071508.1/CP071508.1; plasmid pSH_7b_1:NZ_CP071509.1/CP071509.1; plasmid pSH_7b_2:NZ_CP071510.1/CP071510.1; plasmid pSH_7b_3:NZ_CP071511.1/CP071511.1",,4,2218,"2021-03-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/355/005/GCA_017355005.1_ASM1735500v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/355/005/GCF_017355005.1_ASM1735500v1"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","12b","SAMN18212550","PRJNA707584","GCA_017355045.1","Complete",2.38257,32.7582,"chromosome:NZ_CP071505.1/CP071505.1; plasmid pSH_12b_1:NZ_CP071506.1/CP071506.1; plasmid pSH_12b_2:NZ_CP071507.1/CP071507.1",,3,2200,"2021-03-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/355/045/GCA_017355045.1_ASM1735504v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/355/045/GCF_017355045.1_ASM1735504v1"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","1b","SAMN18212548","PRJNA707584","GCA_017355025.1","Complete",2.39065,32.8283,"chromosome:NZ_CP071512.1/CP071512.1; plasmid pSH_1b_1:NZ_CP071513.1/CP071513.1; plasmid pSH_1b_2:NZ_CP071514.1/CP071514.1; plasmid pSH_1b_3:NZ_CP071515.1/CP071515.1",,4,2207,"2021-03-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/355/025/GCA_017355025.1_ASM1735502v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/355/025/GCF_017355025.1_ASM1735502v1"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","SE3.8","SAMN03097235","PRJNA263226","GCA_009932885.2","Complete",2.39621,32.684,"chromosome:NZ_CP084229.1/CP084229.1; plasmid p1:NZ_CP084230.1/CP084230.1; plasmid p2:NZ_CP084231.1/CP084231.1; plasmid p3:NZ_CP084232.1/CP084232.1; plasmid p4:NZ_CP084233.1/CP084233.1; plasmid p5:NZ_CP084234.1/CP084234.1",,6,2210,"2021-09-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/932/885/GCA_009932885.2_ASM993288v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/932/885/GCF_009932885.2_ASM993288v2"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","SE3.9","SAMN03097236","PRJNA263227","GCA_009932935.2","Complete",2.3961,32.684,"chromosome:NZ_CP049091.1/CP049091.1; plasmid p1:NZ_CP049092.1/CP049092.1; plasmid p2:NZ_CP049093.1/CP049093.1; plasmid p3:NZ_CP049094.1/CP049094.1; plasmid p4:NZ_CP049095.1/CP049095.1; plasmid p5:NZ_CP049096.1/CP049096.1",,6,2181,"2020-02-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/932/935/GCA_009932935.2_ASM993293v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/932/935/GCF_009932935.2_ASM993293v2"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","SE2.14","SAMN03097234","PRJNA263225","GCA_009932715.2","Complete",2.39604,32.684,"chromosome:NZ_CP084235.1/CP084235.1; plasmid p1:NZ_CP084236.1/CP084236.1; plasmid p2:NZ_CP084237.1/CP084237.1; plasmid p3:NZ_CP084238.1/CP084238.1; plasmid p4:NZ_CP084239.1/CP084239.1; plasmid p5:NZ_CP084240.1/CP084240.1",,6,2211,"2021-09-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/932/715/GCA_009932715.2_ASM993271v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/932/715/GCF_009932715.2_ASM993271v2"
"Staphylococcus haemolyticus JCSC1435","Bacteria;Terrabacteria group;Firmicutes","JCSC1435","SAMD00061066","PRJNA12508","GCA_000009865.1","Complete",2.69786,32.7885,"chromosome:NC_007168.1/AP006716.1; plasmid pSHaeA:NC_007169.1/AP006717.1; plasmid pSHaeB:NC_007170.1/AP006718.1; plasmid pSHaeC:NC_007171.1/AP006719.1",,4,2494,"2005-06-30T23:05:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/865/GCA_000009865.1_ASM986v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/865/GCF_000009865.1_ASM986v1"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","MSA_JNM60C2","SAMN16871746","PRJNA669251","GCA_016695445.1"," Chromosome",2.51106,32.8,"chromosome:NZ_CP065356.1/CP065356.1",,1,2263,"2021-01-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/695/445/GCA_016695445.1_ASM1669544v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/695/445/GCF_016695445.1_ASM1669544v1"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","MSA_JNM56C1","SAMN16453505","PRJNA673344","GCA_022811505.1"," Chromosome",2.55544,32.8,"chromosome:NZ_CP063753.1/CP063753.1",,1,2308,"2022-04-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/811/505/GCA_022811505.1_ASM2281150v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/811/505/GCF_022811505.1_ASM2281150v1"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","MSA_JNM24C1","SAMN16450383","PRJNA669251","GCA_016695195.1"," Chromosome",2.50271,32.9,"chromosome:NZ_CP063274.1/CP063274.1",,1,2229,"2021-01-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/695/195/GCA_016695195.1_ASM1669519v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/695/195/GCF_016695195.1_ASM1669519v1"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","Staphylococcus haemolyticus K8","SAMEA104410614","PRJEB22856","GCA_900240195.1"," Chromosome",2.42601,32.8,"chromosome I:NZ_LT963441.1/LT963441.1",,1,2315,"2018-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/240/195/GCA_900240195.1_haemolyticus","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/240/195/GCF_900240195.1_haemolyticus"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","NCTC11042","SAMEA3233544","PRJEB6403","GCA_900458595.1","Contig",2.56947,32.9,,"UHDN01",4,2325,"2018-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/458/595/GCA_900458595.1_36734_F01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/458/595/GCF_900458595.1_36734_F01"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","NCTC 11042","SAMN06177164","PRJNA339206","GCA_002901805.1","Scaffold",2.4724,32.7,,"PPQA01",92,2334,"2018-01-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/901/805/GCA_002901805.1_ASM290180v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/901/805/GCF_002901805.1_ASM290180v1"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","FDAARGOS_130","SAMN03996273","PRJNA231221","GCA_001471515.2","Contig",2.69552,32.8,,"LOSE02",2,2461,"2015-12-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/471/515/GCA_001471515.2_ASM147151v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/471/515/GCF_001471515.2_ASM147151v2"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","48","SAMN26134967","PRJNA808897","GCA_022695925.1","Contig",2.61118,32.7,,"JAKUUW01",5,2397,"2022-03-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/695/925/GCA_022695925.1_ASM2269592v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/695/925/GCF_022695925.1_ASM2269592v1"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","1864","SAMN26134966","PRJNA808897","GCA_022695905.1","Contig",2.59154,32.7,,"JAKUUX01",8,2393,"2022-03-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/695/905/GCA_022695905.1_ASM2269590v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/695/905/GCF_022695905.1_ASM2269590v1"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","IPK_TSA25","SAMN06759398","PRJNA317609","GCA_002114275.1","Contig",2.5174,32.8,,"NDWY01",4,2286,"2017-04-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/114/275/GCA_002114275.1_ASM211427v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/114/275/GCF_002114275.1_ASM211427v1"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","SH06","SAMN06908747","PRJNA385713","GCA_002165435.1","Contig",2.50142,32.6,,"NFUG01",4,2286,"2017-06-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/165/435/GCA_002165435.1_ASM216543v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/165/435/GCF_002165435.1_ASM216543v1"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","SH_38","SAMEA5568785","PRJEB32204","GCA_903970045.1","Contig",2.39613,32.7,,"CAJCHG01",70,2233,"2020-07-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/970/045/GCA_903970045.1_58-21","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/903/970/045/GCF_903970045.1_58-21"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","2263-3461","SAMEA1035109","PRJEB2705","GCA_001239225.1","Scaffold",2.45833,32.8,,"CUEO01",18,2277,"2015-03-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/239/225/GCA_001239225.1_7067_4_79","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/239/225/GCF_001239225.1_7067_4_79"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","Ani-LG-036","SAMN19114572","PRJNA609060","GCA_021366995.1","Contig",2.42811,32.9,,"JAHCPJ01",39,2291,"2022-01-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/366/995/GCA_021366995.1_ASM2136699v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/366/995/GCF_021366995.1_ASM2136699v1"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","DE0081","SAMN11792241","PRJNA543692","GCA_007680135.1","Scaffold",2.45558,32.6,,"VEGW01",50,2290,"2019-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/680/135/GCA_007680135.1_ASM768013v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/680/135/GCF_007680135.1_ASM768013v1"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","SH_48","SAMEA5568793","PRJEB32204","GCA_903970095.1","Contig",2.47841,32.7,,"CAJCHJ01",113,2317,"2020-07-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/970/095/GCA_903970095.1_58-63","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/903/970/095/GCF_903970095.1_58-63"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","008P4SUE001","SAMN26185688","PRJNA783189","GCA_022487785.1","Scaffold",2.457,32.6,,"JAKVHA01",12,2331,"2022-03-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/487/785/GCA_022487785.1_ASM2248778v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/487/785/GCF_022487785.1_ASM2248778v1"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","SH_11","SAMEA5568761","PRJEB32204","GCA_903969705.1","Contig",2.47929,32.7,,"CAJCGB01",94,2297,"2020-07-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/969/705/GCA_903969705.1_57-22","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/903/969/705/GCF_903969705.1_57-22"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","SH_04","SAMEA5568756","PRJEB32204","GCA_903969785.1","Contig",2.47016,32.7,,"CAJCGD01",88,2313,"2020-07-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/969/785/GCA_903969785.1_57-10","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/903/969/785/GCF_903969785.1_57-10"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","103P3NS1","SAMN26185705","PRJNA783189","GCA_022486365.1","Scaffold",2.55956,32.7,,"JAKVGJ01",19,2449,"2022-03-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/486/365/GCA_022486365.1_ASM2248636v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/486/365/GCF_022486365.1_ASM2248636v1"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","008P5SUE2","SAMN26185690","PRJNA783189","GCA_022487705.1","Scaffold",2.44544,32.4,,"JAKVGY01",28,2303,"2022-03-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/487/705/GCA_022487705.1_ASM2248770v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/487/705/GCF_022487705.1_ASM2248770v1"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","A11","SAMN19654353","PRJNA724798","GCA_018986335.1","Contig",2.48541,32.7,,"JAHMHN01",24,2329,"2021-06-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/986/335/GCA_018986335.1_ASM1898633v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/986/335/GCF_018986335.1_ASM1898633v1"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","HESMS017","SAMN16402344","PRJNA668279","GCA_015070685.1","Contig",2.4625,32.8,,"JADCSD01",20,2275,"2020-10-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/070/685/GCA_015070685.1_ASM1507068v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/070/685/GCF_015070685.1_ASM1507068v1"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","SH_13","SAMEA5568763","PRJEB32204","GCA_903969765.1","Contig",2.41263,32.7,,"CAJCFZ01",88,2226,"2020-07-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/969/765/GCA_903969765.1_57-26","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/903/969/765/GCF_903969765.1_57-26"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","Ani-LG-040","SAMN19114574","PRJNA609060","GCA_021366935.1","Contig",2.54381,32.8,,"JAHCPL01",53,2438,"2022-01-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/366/935/GCA_021366935.1_ASM2136693v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/366/935/GCF_021366935.1_ASM2136693v1"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","Ani-GT-050","SAMN19114546","PRJNA609060","GCA_021367505.1","Contig",2.45653,32.9,,"JAHCOJ01",45,2320,"2022-01-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/367/505/GCA_021367505.1_ASM2136750v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/367/505/GCF_021367505.1_ASM2136750v1"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","A3.2","SAMN19685544","PRJNA737131","GCA_018996905.1","Contig",2.49792,32.6,,"JAHNUR01",24,2351,"2021-06-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/996/905/GCA_018996905.1_ASM1899690v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/996/905/GCF_018996905.1_ASM1899690v1"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","278-10","SAMEA1035081","PRJEB2705","GCA_001223985.1","Contig",2.48862,32.8,,"CUES01",25,2362,"2015-03-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/223/985/GCA_001223985.1_7067_4_82","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/223/985/GCF_001223985.1_7067_4_82"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","SDA2","SAMN12211900","PRJNA552487","GCA_007004275.1","Contig",2.44468,32.8,,"VJMP01",27,2265,"2019-07-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/004/275/GCA_007004275.1_ASM700427v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/004/275/GCF_007004275.1_ASM700427v1"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","SDF1","SAMN13560664","PRJNA552487","GCA_009791315.1","Contig",2.4772,32.9,,"WSYI01",24,2262,"2019-12-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/791/315/GCA_009791315.1_ASM979131v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/791/315/GCF_009791315.1_ASM979131v1"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","C38NS1","SAMN26185717","PRJNA783189","GCA_022486245.1","Scaffold",2.50662,32.7,,"JAKVFX01",27,2341,"2022-03-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/486/245/GCA_022486245.1_ASM2248624v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/486/245/GCF_022486245.1_ASM2248624v1"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","SNUC 4966","SAMN06173074","PRJNA342349","GCA_003042415.1","Contig",2.51813,32.9,,"PZIC01",55,2406,"2018-04-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/042/415/GCA_003042415.1_ASM304241v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/042/415/GCF_003042415.1_ASM304241v1"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","GDY8P50P","SAMN16539246","PRJNA671628","GCA_015278615.1","Scaffold",2.71755,33.6,,"JADICF01",53,2471,"2020-11-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/278/615/GCA_015278615.1_ASM1527861v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/278/615/GCF_015278615.1_ASM1527861v1"
"Staphylococcus haemolyticus","Bacteria;Terrabacteria group;Firmicutes","Ani-LG-019","SAMN19114564","PRJNA609060","GCA_021367155.1","Contig",2.49544,33,,"JAHCPB01",43,2360,"2022-01-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/367/155/GCA_021367155.1_ASM2136715v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/367/155/GCF_021367155.1_ASM2136715v1"
