reference,querry,ani,alignment_coverage,primary_cluster
Sepi_63G02_CD188_abkvp.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.809092,0.6025157232704402,0
Sepi_6A01_aaade.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.807031,0.6089743589743589,0
Sepi_6B08_adqbd.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.8062980000000001,0.5987261146496815,0
Sepi_6C06_aaadd.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.805535,0.5870098039215687,0
Sepi_6C08_adqgp.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.8097660000000001,0.5955610357583231,0
Sepi_6E08_adqas.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.8085039999999999,0.5739644970414202,0
Sepi_6d05_aaacq.newbler.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.805609,0.5704057279236276,0
Sepi_7B05_aaacr.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.806598,0.5982478097622027,0
Sepi_7a07_aaadh.newbler.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.806369,0.5948717948717949,0
Sepi_8C10_adqcb.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.8057850000000001,0.6151832460732984,0
Sepi_9B05_adqbz.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.808059,0.5985130111524164,0
Sepi_9D01_adqay.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.808084,0.5962962962962963,0
Sepi_9d05_aaacv.PB_DATA.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.8095260000000001,0.5667870036101083,0
Sepi_DM12G05_adqbe.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.806017,0.5877192982456141,0
Sepi_DM12H06_adqgx.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.8061849999999999,0.5849753694581281,0
Sepi_DM1B01_adqbi.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.80511,0.5957446808510638,0
Sepi_DM21A02_adqcf.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.807369,0.5929526123936817,0
Sepi_DM21B07_adqbg.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.808219,0.6063569682151589,0
Sepi_DM21C07_adqbp.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.807299,0.5982142857142857,0
Sepi_DM23A02_adqbl.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.807871,0.5800492610837439,0
Sepi_DM23C12_adqgr.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.808236,0.6162642947903431,0
Sepi_DM23E02_adqgs.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.808651,0.5785024154589372,0
Sepi_DM23E06_adqgt.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.811358,0.5813953488372093,0
Sepi_DM24B02_adqcg.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.8066989999999999,0.5931558935361216,0
Sepi_DM24B03_adqbk.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.805842,0.5693950177935944,0
Sepi_DM39F06_adqgu.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.808199,0.6049689440993788,0
Sepi_DM3A08_adqbj.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.808372,0.5907960199004975,0
Shom_1B10_acrmu.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.795886,0.4537037037037037,0
Shom_28B02_adjvw.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.795228,0.46357615894039733,0
Shom_29E11_acrmt.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.794212,0.46862483311081443,0
Shom_2B10_adjvn.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.7974809999999999,0.476056338028169,0
Shom_2B11_adjvo.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.797611,0.45526315789473687,0
Shom_2D11_acrmr.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.796198,0.4696132596685083,0
Shom_2F01_adjvq.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.796117,0.4524765729585007,0
Shom_2F05_acvwe.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.794552,0.47464788732394364,0
Shom_2F07_acvwf.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.795841,0.4741847826086957,0
Shom_2F10_acvwh.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.792853,0.49125168236877526,0
Shom_5A08_acrmp.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.7966719999999999,0.47844228094575797,0
Shom_6C071_adjvt.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.795743,0.4767277856135402,0
Shom_8B11_acrmo.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.792119,0.5124087591240876,0
Shom_8D02_acrlp.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.793809,0.4750337381916329,0
Shom_8D04_acrlq.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.794172,0.49239280774550487,0
Shom_8D05_adjvr.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.796484,0.46740638002773927,0
Shom_DM02E06_acrlf.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.795465,0.4814305364511692,0
Shom_DM02G07_acrmi.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.7948520000000001,0.4774281805745554,0
Shom_DM02G12_adjtp.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.7969029999999999,0.4893917963224894,0
Shom_DM02H05_adjtr.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.797032,0.4564926372155288,0
Shom_DM03A10_adjwd.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.797483,0.4672364672364672,0
Shom_DM12A09_acrls.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.794586,0.47076023391812866,0
Shom_DM12F06_acrlt.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.795611,0.4737550471063257,0
Shom_DM12F12_acrlu.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.794394,0.46820027063599456,0
Shom_DM18D10_acrlg.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.7947709999999999,0.47547683923705725,0
Shom_DM18F06_acrli.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.796724,0.4740532959326788,0
Shom_DM21B05_acrlk.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.795228,0.47560975609756095,0
Shom_DM21C01_acrmb.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.7952790000000001,0.46612466124661245,0
Shom_DM21C12_acrmd.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.79551,0.46101231190150477,0
Shom_DM21D06_acrlw.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.794712,0.476123595505618,0
Shom_DM22B12_adjtw.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.794562,0.4893917963224894,0
Shom_DM24G02_adjwb.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.7963330000000001,0.4498044328552803,0
Shom_DM24H08_adjuc.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.793986,0.4604221635883905,0
Shom_DM25G05_acrll.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.7943349999999999,0.4766355140186916,0
Shom_DM25H12_adjuh.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.7940940000000001,0.44935064935064933,0
Shom_DM27C08_acrmm.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.7940200000000001,0.4930939226519337,0
Shom_DM31A10_adjun.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.7960980000000001,0.4782608695652174,0
Shom_DM31B10_acrlx.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.7960590000000001,0.46404341926729986,0
Shom_DM31D12_adjum.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.794314,0.48097826086956524,0
Shom_DM31G11_adjuo.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.796797,0.46769662921348315,0
Shom_DM32C02_adjur.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.795962,0.42478941034897716,0
Shom_DM32D02_acrln.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.795571,0.458950201884253,0
Shom_DM32D12_adjuq.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.792895,0.5096685082872928,0
Shom_DM33A05_acrlo.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.797531,0.4949640287769784,0
Shom_DM33B12_adjuu.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.793751,0.4656084656084656,0
Shom_DM34G04_adjux.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.796535,0.44166666666666665,0
Shom_DM37E12_adjva.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.797702,0.4776978417266187,0
Shom_DM40D01_adjvb.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.792953,0.49271137026239065,0
Shom_DM40D04_adjvc.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.79704,0.46722454672245467,0
Shom_DM41A09_adjwc.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.794951,0.47645429362880887,0
Shom_DM41C02_adjvd.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.794286,0.4720744680851064,0
Shom_DM41C04_adjve.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.7940510000000001,0.49441340782122906,0
Shom_DM41C05_adjvf.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.7943049999999999,0.4825662482566248,0
Shom_DM41C06_adjvg.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.7962699999999999,0.49453978159126366,0
Shom_DM41C08_adjvh.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.7945709999999999,0.5071428571428571,0
iT_Sepi_28B01_adqgz.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.9642459999999999,0.9085365853658537,0
iT_Shom_28A10_adqgy.spades.pilon.fasta,Scap_29E04_admrq.spades.pilon.fasta,0.9647910000000001,0.8862275449101796,0
Scap_29E04_admrq.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.9978,0.9797979797979798,0
Scap_2C01_adjxa.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,1.0,0.9987373737373737,0
Scap_2C12_admry.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.96479,0.9208899876390606,0
Scap_58D05_admsf.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.9978149999999999,0.9898734177215189,0
Scap_6C02_admrz.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.998456,0.9860759493670886,0
Scap_6C05_admrp.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.997626,0.9534313725490197,0
Scap_9C11_admsb.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.965986,0.8916967509025271,0
Scap_DM01A05_adqhl.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.9645130000000001,0.8979591836734694,0
Scap_DM12A11_adjwy.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.964181,0.9108669108669109,0
Scap_DM16A07_adjwm.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.9956130000000001,0.9567901234567902,0
Scap_DM18D08_adqhn.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.9638120000000001,0.9236453201970444,0
Scap_DM21F09_adjwi.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.997884,0.96875,0
Scap_DM21G11_adqhb.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.96398,0.9205378973105135,0
Scap_DM21G12_adqhc.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.964463,0.9434673366834171,0
Scap_DM23E01_adqhd.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.9972610000000001,0.967459324155194,0
Scap_DM23E05_adjwz.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.998112,0.9736180904522613,0
Scap_DM28A07_adqhg.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.964547,0.9435382685069009,0
Scap_DM34E02_adjwg.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.9639409999999999,0.9125151883353585,0
Scap_DM3F02_admsi.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.9981570000000001,0.9872773536895675,0
Scap_LM7D7_adjwo.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.965572,0.8954326923076923,0
Sepi_1A04_aaacx.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.8091370000000001,0.5853365384615384,0
Sepi_1C01_aaadb.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.807902,0.5753920386007237,0
Sepi_28C09_adqbb.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.807045,0.6075471698113207,0
Sepi_2A01_aaada.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.8077639999999999,0.5972045743329097,0
Sepi_2C10_adqax.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.8087409999999999,0.5877957658779577,0
Sepi_2D07_adqav.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.806701,0.6094147582697201,0
Sepi_2E07_adqca.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.8089660000000001,0.5862068965517241,0
Sepi_2d12_aaacm.newbler.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.807495,0.5989974937343359,0
Sepi_2g06_aaadj.newbler.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.806701,0.6090225563909775,0
Sepi_30A07_adqaz.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.80617,0.6020151133501259,0
Sepi_3A01_adqba.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.8072280000000001,0.5897755610972568,0
Sepi_3C06_adqau.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.808194,0.6035805626598465,0
Sepi_3D11_aaadi.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.805881,0.5903030303030303,0
Sepi_3a11_aaacy.newbler.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.8060200000000001,0.5785627283800243,0
Sepi_58D03_CD110_abkva.masurca.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.807192,0.5565927654609102,0
Sepi_58D04_CD111_abkvb.masurca.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.806989,0.6205191594561187,0
Sepi_58F01_CD113_abkvc.PB_DATA.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.806801,0.5988235294117648,0
Sepi_5A02_aaacn.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.805575,0.5693251533742332,0
Sepi_5B11_aaacu.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.806712,0.6032138442521632,0
Sepi_5C04_adqcd.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.806243,0.589711417816813,0
Sepi_5c01_aaadf.PB_DATA.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.809272,0.5715962441314554,0
Sepi_61B02_CD145_abkvk.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.806686,0.6151930261519303,0
Sepi_63G02_CD188_abkvp.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.809066,0.6012578616352201,0
Sepi_6A01_aaade.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.8066949999999999,0.6128205128205129,0
Sepi_6B08_adqbd.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.808589,0.6025477707006369,0
Sepi_6C06_aaadd.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.8059569999999999,0.5906862745098039,0
Sepi_6C08_adqgp.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.8088299999999999,0.5832305795314426,0
Sepi_6E08_adqas.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.808831,0.5633136094674556,0
Sepi_6d05_aaacq.newbler.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.804641,0.5668257756563246,0
Sepi_7B05_aaacr.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.807225,0.5882352941176471,0
Sepi_7a07_aaadh.newbler.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.8068080000000001,0.5935897435897436,0
Sepi_8C10_adqcb.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.806332,0.6230366492146597,0
Sepi_9B05_adqbz.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.80825,0.5935563816604709,0
Sepi_9D01_adqay.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.808597,0.591358024691358,0
Sepi_9d05_aaacv.PB_DATA.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.8099550000000001,0.5679903730445247,0
Sepi_DM12G05_adqbe.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.805579,0.6040100250626567,0
Sepi_DM12H06_adqgx.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.806364,0.6009852216748769,0
Sepi_DM1B01_adqbi.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.805845,0.5807259073842302,0
Sepi_DM21A02_adqcf.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.807465,0.5856622114216282,0
Sepi_DM21B07_adqbg.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.8085129999999999,0.5880195599022005,0
Sepi_DM21C07_adqbp.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.807381,0.5956632653061225,0
Sepi_DM23A02_adqbl.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.807194,0.5923645320197044,0
Sepi_DM23C12_adqgr.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.809707,0.6162642947903431,0
Sepi_DM23E02_adqgs.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.809826,0.5736714975845411,0
Sepi_DM23E06_adqgt.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.810089,0.5862913096695227,0
Sepi_DM24B02_adqcg.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.8074370000000001,0.6007604562737643,0
Sepi_DM24B03_adqbk.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.805303,0.5741399762752076,0
Sepi_DM39F06_adqgu.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.808611,0.5937888198757764,0
Sepi_DM3A08_adqbj.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.806704,0.5907960199004975,0
Shom_1B10_acrmu.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.795981,0.4576719576719577,0
Shom_28B02_adjvw.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.794686,0.47152317880794703,0
Shom_29E11_acrmt.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.7947839999999999,0.4753004005340454,0
Shom_2B10_adjvn.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.797617,0.47464788732394364,0
Shom_2B11_adjvo.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.796631,0.45789473684210524,0
Shom_2D11_acrmr.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.7959879999999999,0.4613259668508287,0
Shom_2F01_adjvq.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.7959,0.46720214190093706,0
Shom_2F05_acvwe.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.7953199999999999,0.4676056338028169,0
Shom_2F07_acvwf.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.797,0.47690217391304346,0
Shom_2F10_acvwh.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.79271,0.49125168236877526,0
Shom_5A08_acrmp.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.797234,0.4728789986091794,0
Shom_6C071_adjvt.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.796917,0.47249647390691113,0
Shom_8B11_acrmo.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.7927219999999999,0.5182481751824818,0
Shom_8D02_acrlp.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.7940130000000001,0.46963562753036436,0
Shom_8D04_acrlq.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.793731,0.4896265560165975,0
Shom_8D05_adjvr.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.796279,0.47572815533980584,0
Shom_DM02E06_acrlf.spades.pilon.fasta,Scap_2C01_adjxa.spades.pilon.fasta,0.795883,0.48418156808803303,0
